brand type,km,ownerno,oem,model,modelyear,price,registration year,insurance validity,fuel type,seats,transmission,year of manufacture,displacement,no of cylinder,values per cylinder,turbo charger,super charger,length,width,height,gear box,drive type,steering type,turning radius,tyre type,no door numbers,city
suv,51258,1,ford,ford ecosport,2017,760000,2017,comprehensive,petrol,5,automatic,2017,1497,3,4,no,no,3998,1765,1647,6,fwd,power,5.3,tubeless radial,4,hyderabad
sedan,90000,2,hyundai,hyundai xcent prime,2019,400000,2019,third party,cng,5,manual,2019,1197,4,4,no,no,3995,1660,1520,5,fwd,power,5.04,tubeless radial,4,hyderabad
hatchback,95178,2,honda,honda brio,2012,273000,2012,comprehensive,petrol,5,manual,2012,1198,4,4,no,no,3610,1680,1500,5,fwd,power,4.5,tubeless radial,5,hyderabad
sedan,62000,1,volkswagen,volkswagen ameo,2016,480000,2016,third party,petrol,5,manual,2016,999,3,4,no,no,3995,1682,1483,5,fwd,power,5.4,tubeless radial,4,hyderabad
suv,119781,1,hyundai,hyundai creta,2016,922000,2016,third party,diesel,5,manual,2016,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,hyderabad
hatchback,31750,2,tata,tata altroz,2021,746000,2021,zero dep,petrol,5,manual,2021,1199,3,4,yes,no,3990,1755,1523,5,fwd,electric,5.0,tubeless radial,5,hyderabad
muv,78000,1,toyota,toyota innova crysta,2019,2400000,2019,comprehensive,diesel,7,automatic,2019,2755,4,4,yes,no,4735,1830,1795,6,rwd,power,5.4,tubeless radial,5,hyderabad
sedan,110000,1,hyundai,hyundai verna,2013,490000,2013,third party,diesel,5,manual,2013,1582,4,4,yes,no,4370,1700,1475,6,fwd,power,5.2,tubeless radial,4,hyderabad
hatchback,73400,1,hyundai,hyundai grand i10,2014,459999,2014,third party,petrol,5,automatic,2014,1197,4,4,no,no,3765,1660,1520,4,fwd,power,4.8,tubeless,5,hyderabad
hatchback,40000,3,tata,tata tiago,2018,490000,2018,third party,petrol,5,automatic,2018,1199,3,4,no,no,3746,1647,1535,5,fwd,power,4.9,tubeless,5,hyderabad
suv,49500,1,mahindra,mahindra xuv500,2020,1589000,2020,third party,diesel,7,automatic,2020,2179,4,4,yes,no,4585,1890,1785,6,fwd,power,5.6,tubeless,5,hyderabad
sedan,14991,1,hyundai,hyundai verna,2022,930000,2023,not available,petrol,5,manual,2022,1497,4,4,no,no,4440,1729,1475,6,fwd,electric,5.04,tubeless radial,4,hyderabad
muv,32363,1,maruti,maruti ertiga,2022,702000,2022,not available,petrol,7,manual,2022,1462,4,4,no,no,4395,1735,1690,5,fwd,power,5.2,tubeless radial,5,hyderabad
sedan,60000,2,hyundai,hyundai verna,2013,465000,2013,third party,diesel,5,manual,2013,1582,4,4,yes,no,4370,1700,1475,6,fwd,power,5.2,tubeless radial,4,hyderabad
hatchback,99750,2,hyundai,hyundai santro,2002,50000,2002,not available,petrol,5,manual,2002,999,4,4,no,no,4010,1722,1565,5,fwd,power,5.04,tubeless radial,5,hyderabad
sedan,15504,1,skoda,skoda rapid,2021,1008000,2021,third party,petrol,5,manual,2021,999,3,4,yes,no,4413,1699,1466,6,fwd,power,5.3,tubeless radial,4,hyderabad
suv,20858,1,ford,ford ecosport,2018,813000,2018,third party,petrol,5,manual,2018,1497,3,4,no,no,3998,1765,1647,5,fwd,power,5.3,tubeless radial,4,hyderabad
suv,30000,1,jeep,jeep compass,2019,1485000,2019,third party,petrol,5,automatic,2019,1368,4,4,yes,no,4395,1818,1640,7,4x2,power,5.34,tubeless radial,5,hyderabad
suv,90305,2,mahindra,mahindra thar,2018,744000,2018,third party,diesel,6,manual,2018,2498,4,4,yes,no,3920,1726,1930,5,4wd,power,5.75,tubeless,3,hyderabad
suv,99128,1,hyundai,hyundai creta,2017,989000,2017,third party,diesel,5,manual,2017,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,hyderabad
suv,30000,1,jeep,jeep compass,2019,1485000,2019,third party,petrol,5,automatic,2019,1368,4,4,yes,no,4395,1818,1640,7,4x2,power,5.34,tubeless radial,5,hyderabad
sedan,52597,2,honda,honda amaze,2014,408000,2014,comprehensive,petrol,5,manual,2014,1198,4,4,no,no,3990,1680,1505,5,fwd,power,4.5,tubeless radial,4,hyderabad
hatchback,112921,3,maruti,maruti swift,2015,400000,2015,not available,diesel,5,manual,2015,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,hyderabad
sedan,73626,1,maruti,maruti swift dzire,2014,492000,2014,third party,diesel,5,manual,2014,1248,4,4,yes,no,3995,1695,1555,5,fwd,power,4.8,tubeless radial,4,hyderabad
hatchback,42964,1,renault,renault kwid,2018,446000,2018,third party,petrol,5,automatic,2018,999,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,hyderabad
hatchback,120000,2,hyundai,hyundai i20,2015,509999,2015,third party,diesel,5,manual,2015,1396,4,4,yes,no,3985,1734,1505,6,fwd,power,5.2,tubeless,5,jaipur
hatchback,66951,1,maruti,maruti swift,2012,381000,2012,third party,petrol,5,manual,2012,1197,4,4,no,no,3845,1735,1530,5,fwd,electric,4.8,tubeless radial,5,jaipur
hatchback,80000,2,maruti,maruti celerio,2016,320000,2016,third party,petrol,5,automatic,2016,998,3,4,no,no,3715,1635,1565,5,fwd,power,4.7,tubeless radial,5,jaipur
hatchback,44392,1,hyundai,hyundai grand i10,2017,420000,2017,third party,petrol,5,manual,2017,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,40000,1,maruti,maruti wagon r,2016,350000,2016,third party,petrol,5,automatic,2016,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
sedan,150000,2,hyundai,hyundai verna,2007,150000,2007,third party,diesel,5,manual,2007,1493,4,4,no,no,4310,1695,1490,5,fwd,power,5.05,tubeless radial,4,jaipur
sedan,91771,2,hyundai,hyundai xcent,2016,488999,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3995,1660,1520,5,fwd,power,4.7,tubeless,4,jaipur
sedan,90000,1,skoda,skoda superb,2011,425000,2011,third party,diesel,5,automatic,2011,1968,4,4,yes,no,4838,1817,1482,6,fwd,power,5.4,tubeless radial,4,jaipur
suv,58621,1,bmw,bmw x1,2014,1375000,2014,comprehensive,diesel,5,automatic,2014,1995,4,4,yes,no,4477,2058,1545,8,rwd,power,5.8,tubeless radial,5,jaipur
sedan,90000,1,skoda,skoda superb,2011,450000,2011,third party,diesel,5,automatic,2011,1968,4,4,yes,no,4838,1817,1482,6,fwd,power,5.4,tubeless radial,4,jaipur
hatchback,120000,3,hyundai,hyundai i20,2013,350000,2013,third party,diesel,5,manual,2013,1396,4,4,no,no,3995,1710,1505,6,fwd,power,4.96,tubeless radial,5,jaipur
sedan,120000,1,tata,tata zest,2017,449000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,3995,1706,1570,5,fwd,power,5.1,tubeless radial,4,jaipur
hatchback,53165,1,hyundai,hyundai i10,2011,295000,2011,comprehensive,petrol,5,automatic,2011,1197,4,4,no,no,3585,1595,1550,4,fwd,power,4.96,tubeless radial,4,jaipur
sedan,13500,1,bmw,bmw 5 series,2020,5890000,2020,comprehensive,diesel,5,automatic,2020,1995,4,4,twin,no,4936,2126,1466,8,rwd,power,5.6,tubeless runflat,4,jaipur
sedan,44210,1,bmw,bmw 7 series,2020,10500000,2020,comprehensive,diesel,5,automatic,2020,2993,6,4,yes,no,5238,1902,1479,8,awd,power,6.25,runflat,4,jaipur
sedan,63255,1,skoda,skoda superb,2017,1989999,2017,comprehensive,diesel,5,automatic,2017,1984,4,4,yes,no,4861,1864,1483,6,fwd,power,5.5,tubeless radial,5,jaipur
sedan,79215,1,maruti,maruti swift dzire,2015,475000,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3995,1695,1555,5,fwd,power,4.8,tubeless radial,4,jaipur
suv,200,1,hyundai,hyundai creta,2023,2000000,2023,third party,petrol,5,automatic,2023,1497,4,4,no,no,4300,1790,1635,6,fwd,power,4.96,tubeless radial,5,jaipur
suv,40000,1,mahindra,mahindra xuv300,2019,900000,2019,third party,petrol,5,manual,2019,1197,3,4,yes,no,3995,1821,1627,6,fwd,power,5.3,tubeless radial,5,jaipur
suv,40000,1,tata,tata nexon,2021,950000,2021,third party,petrol,5,automatic,2021,1199,3,4,no,no,3993,1811,1606,6,fwd,electric,5.1,tubeless radial,5,jaipur
suv,60000,1,tata,tata harrier,2020,1900000,2020,third party,diesel,5,manual,2020,1956,4,4,yes,no,4598,1894,1706,6,fwd,power,5.06,tubeless radial,5,jaipur
sedan,92721,1,volkswagen,volkswagen ameo,2017,436000,2018,third party,petrol,5,manual,2017,1198,3,4,no,no,3995,1682,1483,5,fwd,power,5.14,tubeless radial,4,jaipur
suv,90000,1,hyundai,hyundai creta,2016,1000000,2016,third party,diesel,5,manual,2016,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
hatchback,34644,1,volkswagen,volkswagen polo,2012,252000,2012,third party,petrol,5,manual,2012,1198,3,4,no,no,3970,1682,1453,5,fwd,power,4.97,tubeless radial,5,jaipur
hatchback,23000,2,maruti,maruti baleno,2021,685000,2021,comprehensive,petrol,5,manual,2021,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,jaipur
sedan,100000,1,honda,honda city,2015,550000,2015,third party,petrol,5,manual,2015,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
sedan,95000,2,honda,honda amaze,2018,699000,2018,comprehensive,diesel,5,automatic,2018,1498,4,4,yes,no,3995,1695,1501,5,fwd,power,4.9,tubeless radial,4,jaipur
sedan,69000,1,maruti,maruti swift dzire,2018,750000,2018,comprehensive,diesel,5,manual,2018,1248,4,4,yes,no,3995,1735,1515,5,fwd,power,4.8,tubeless radial,4,jaipur
hatchback,22000,1,maruti,maruti alto 800,2018,325000,2018,comprehensive,petrol,5,manual,2018,796,3,4,no,no,3430,1490,1475,5,fwd,power,4.6,tubeless,5,jaipur
sedan,85000,2,bmw,bmw 5 series,2012,1300000,2012,third party,diesel,5,automatic,2012,1995,4,4,no,yes,4841,1846,1468,6,fwd,power,6.19,tubeless radial,4,jaipur
suv,90000,2,skoda,skoda kodiaq,2017,2250000,2017,third party,diesel,7,automatic,2017,1968,4,4,yes,no,4697,1882,1676,7,4wd,power,6.1,tubeless,5,jaipur
suv,82243,1,bmw,bmw x5,2017,4600000,2017,comprehensive,diesel,5,automatic,2017,2993,6,4,yes,no,4886,1938,1762,8,awd,power,6.19,tubeless radial,5,jaipur
hatchback,63000,2,hyundai,hyundai i20,2013,375000,2013,comprehensive,petrol,5,manual,2013,1197,4,4,no,no,3995,1710,1505,5,fwd,power,4.96,tubeless radial,5,jaipur
hatchback,77177,1,maruti,maruti baleno,2016,560000,2016,comprehensive,diesel,5,manual,2016,1248,4,4,yes,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
sedan,28368,1,volkswagen,volkswagen vento,2011,590000,2011,comprehensive,diesel,5,manual,2011,1598,4,4,yes,no,4384,1699,1466,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,40000,1,renault,renault kiger,2022,555000,2022,third party,petrol,5,manual,2022,999,3,4,no,no,3991,1750,1605,5,fwd,electric,5.0,tubeless radial,5,jaipur
suv,9690,1,bmw,bmw x1,2022,4200000,2022,comprehensive,petrol,5,automatic,2022,1998,4,4,twin,no,4447,2060,1598,7,fwd,power,6.19,runflat,5,jaipur
hatchback,40000,2,tata,tata nano,2011,60000,2011,third party,petrol,4,manual,2011,624,2,2,no,no,3099,1495,1620,4,rwd,power,4.0,tubeless radial,4,jaipur
hatchback,40000,1,maruti,maruti swift,2019,600000,2019,third party,petrol,5,manual,2019,1197,4,4,no,no,3840,1735,1530,5,fwd,electric,4.82,tubeless,5,jaipur
hatchback,80000,2,hyundai,hyundai eon,2011,170000,2011,third party,petrol,5,manual,2011,814,3,3,no,no,3495,1550,1500,5,fwd,power,4.6,tubeless radial,5,jaipur
hatchback,62761,1,volkswagen,volkswagen polo,2014,343000,2014,comprehensive,diesel,5,manual,2014,1199,3,4,no,no,3970,1682,1453,5,fwd,power,4.97,tubeless radial,5,jaipur
hatchback,45075,1,maruti,maruti wagon r,2019,544000,2019,zero dep,petrol,5,manual,2019,1197,4,4,no,no,3655,1620,1675,5,fwd,power,4.7,tubeless radial,5,jaipur
suv,36882,1,mahindra,mahindra xuv300,2021,990000,2021,comprehensive,petrol,5,manual,2021,1197,3,4,yes,no,3995,1821,1627,6,fwd,power,5.3,tubeless radial,5,jaipur
hatchback,82030,1,hyundai,hyundai grand i10,2015,469000,2015,comprehensive,petrol,5,manual,2015,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,31469,1,maruti,maruti baleno,2017,716000,2017,third party,petrol,5,automatic,2017,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,jaipur
suv,20000,1,maruti,maruti sx4 s cross,2022,1000000,2022,third party,petrol,5,manual,2022,1462,4,4,no,no,4300,1785,1595,5,fwd,manual,5.5,tubeless radial,5,jaipur
hatchback,70000,3,chevrolet,chevrolet spark,2010,150000,2010,third party,petrol,5,manual,2010,995,4,2,no,no,3495,1495,1518,5,fwd,power,4.6,tubeless radial,5,jaipur
hatchback,120000,1,hyundai,hyundai i20,2014,305000,2014,third party,diesel,5,manual,2014,1396,4,4,no,no,3995,1710,1505,6,fwd,power,4.96,tubeless radial,5,jaipur
sedan,120000,2,maruti,maruti swift dzire,2017,550000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,3995,1695,1555,5,fwd,power,4.8,tubeless radial,4,jaipur
suv,90000,3,audi,audi q3,2014,1300000,2014,third party,diesel,5,automatic,2014,1968,4,4,yes,no,4385,2019,1608,7,awd,power,5.9,tubeless radial,5,jaipur
hatchback,70000,5,honda,honda brio,2012,290000,2012,third party,petrol,5,manual,2012,1198,4,4,no,no,3610,1680,1500,5,fwd,power,4.5,tubeless radial,5,jaipur
sedan,90000,2,hyundai,hyundai verna,2013,550000,2013,third party,diesel,5,manual,2013,1582,4,4,yes,no,4370,1700,1475,6,fwd,power,5.2,tubeless radial,4,jaipur
sedan,100000,2,hyundai,hyundai accent,2011,210000,2011,third party,lpg,5,manual,2011,1495,4,4,no,no,4250,1670,1370,5,fwd,power,5.0,tubeless radial,4,jaipur
muv,70000,1,maruti,maruti xl6,2020,910000,2020,third party,petrol,6,manual,2020,1462,4,4,no,no,4445,1775,1700,5,fwd,power,5.2,tubeless radial,5,jaipur
hatchback,80000,1,maruti,maruti wagon r,2010,225000,2010,third party,petrol,5,manual,2010,1061,3,4,no,no,3595,1475,1700,5,fwd,power,4.6,tubeless radial,4,jaipur
hatchback,43336,1,hyundai,hyundai i20,2018,725000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3985,1734,1505,5,fwd,power,5.2,tubeless,5,jaipur
muv,120000,2,mahindra,mahindra marazzo,2018,570000,2018,third party,diesel,8,manual,2018,1497,4,4,yes,no,4585,1866,1774,6,fwd,power,5.25,tubeless radial,5,jaipur
sedan,40000,2,honda,honda city,2020,1200000,2020,third party,petrol,5,automatic,2020,1498,4,4,no,no,4549,1748,1489,c,fwd,electric,5.3,tubeless radial,4,jaipur
suv,90000,2,tata,tata nexon,2018,721000,2018,third party,petrol,5,manual,2018,1198,3,4,yes,no,3994,1811,1607,6,fwd,power,5.1,tubeless radial,5,jaipur
hatchback,21659,1,honda,honda jazz,2021,775000,2021,third party,petrol,5,manual,2021,1199,4,4,no,no,3989,1694,1544,5,fwd,electric,5.1,tubeless radial,5,jaipur
suv,80000,1,maruti,maruti vitara brezza,2017,740000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,jaipur
hatchback,63662,1,maruti,maruti baleno,2018,732000,2018,third party,petrol,5,automatic,2018,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,jaipur
muv,188000,2,toyota,toyota innova,2012,650000,2012,comprehensive,diesel,8,manual,2012,2494,4,4,yes,no,4585,1760,1760,5,fwd,power,5.4,tubeless radial,5,jaipur
sedan,82058,1,jaguar,jaguar xj,2019,5890000,2019,comprehensive,diesel,5,automatic,2019,2993,6,4,yes,no,5255,2105,1460,8,awd,power,6.15,tubeless radial,4,jaipur
suv,67847,1,maruti,maruti sx4 s cross,2019,850000,2019,comprehensive,diesel,5,manual,2019,1248,4,4,yes,no,4300,1785,1595,5,fwd,power,5.5,tubeless radial,5,jaipur
suv,59627,1,kia,kia seltos,2020,1650000,2020,comprehensive,diesel,5,automatic,2020,1493,4,4,yes,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
suv,20000,1,tata,tata harrier,2022,2150000,2022,third party,diesel,5,automatic,2022,1956,4,4,yes,no,4598,1894,1786,6,fwd,power,5.06,tubeless radial,5,jaipur
suv,50000,1,mahindra,mahindra xuv500,2013,500000,2013,third party,diesel,7,manual,2013,2179,4,4,yes,no,4585,1890,1785,6,awd,power,5.6,tubeless radial,5,jaipur
sedan,110000,2,maruti,maruti swift dzire,2011,250000,2011,third party,diesel,5,manual,2011,1248,4,4,yes,no,4160,1690,1530,5,2wd,power,4.7,tubeless radial,4,jaipur
sedan,20000,1,skoda,skoda slavia,2022,1473000,2022,third party,petrol,5,manual,2022,999,3,4,yes,no,4541,1752,1507,6,fwd,electric,5.37,tubeless radial,4,jaipur
sedan,100000,4,maruti,maruti swift dzire,2018,650000,2018,third party,diesel,5,manual,2018,1248,4,4,yes,no,3995,1735,1515,5,fwd,power,4.8,tubeless radial,4,jaipur
sedan,80000,2,maruti,maruti sx4,2009,175000,2009,third party,petrol,5,manual,2009,1586,4,4,no,no,4490,1735,1550,5,fwd,power,5.3,tubeless radial,4,jaipur
suv,76800,1,ford,ford ecosport,2018,750000,2018,third party,diesel,5,manual,2018,1498,4,4,yes,no,3998,1765,1647,5,fwd,electric,5.3,tubeless radial,5,jaipur
hatchback,71711,1,maruti,maruti baleno,2017,690000,2017,comprehensive,petrol,5,automatic,2017,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,jaipur
hatchback,28406,1,maruti,maruti baleno,2019,714000,2019,zero dep,petrol,5,manual,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
sedan,50000,1,skoda,skoda superb,2020,2680000,2020,third party,petrol,5,automatic,2020,1798,4,4,yes,no,4861,1864,1483,7,fwd,power,5.5,tubeless radial,5,jaipur
hatchback,53615,1,maruti,maruti celerio,2019,492000,2019,third party,petrol,5,manual,2019,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.82,tubeless radial,5,jaipur
hatchback,33959,2,hyundai,hyundai grand i10,2015,401000,2015,third party,petrol,5,manual,2015,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,65300,2,honda,honda jazz,2016,475000,2016,comprehensive,petrol,5,manual,2016,1199,4,4,no,no,3955,1694,1544,5,fwd,power,5.1,tubeless radial,5,jaipur
suv,49000,1,jeep,jeep compass,2020,1700000,2020,comprehensive,diesel,5,manual,2020,1956,4,4,yes,no,4395,1818,1640,6,4x2,power,5.36,tubeless radial,5,jaipur
sedan,81000,2,maruti,maruti swift dzire,2014,525000,2014,comprehensive,diesel,5,manual,2014,1248,4,4,yes,no,4160,1690,1530,5,2wd,power,4.7,tubeless radial,4,jaipur
hatchback,70000,3,hyundai,hyundai eon,2014,175000,2014,third party,petrol,5,manual,2014,998,3,4,no,no,3515,1550,1510,5,fwd,power,4.6,tubeless,5,jaipur
hatchback,150000,3,hyundai,hyundai santro xing,2010,130000,2010,third party,cng,5,manual,2010,1086,3,4,no,no,3565,1525,1590,5,fwd,power,4.4,tubeless radial,5,jaipur
suv,62000,1,kia,kia sonet,2021,1150000,2021,comprehensive,diesel,5,manual,2021,1493,4,4,yes,no,3995,1790,1642,6,fwd,electric,5.36,tubeless radial,5,jaipur
suv,40000,1,maruti,maruti vitara brezza,2020,934000,2020,third party,diesel,5,manual,2020,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,jaipur
sedan,110000,1,volkswagen,volkswagen vento,2013,360000,2013,third party,diesel,5,manual,2013,1598,4,4,yes,no,4384,1699,1466,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,30000,1,tata,tata nexon,2019,710000,2019,third party,petrol,5,manual,2019,1198,3,4,yes,no,3994,1811,1607,6,fwd,power,5.1,tubeless radial,5,jaipur
hatchback,90000,2,maruti,maruti alto 800,2007,150000,2007,third party,petrol,5,manual,2007,796,3,4,no,no,3430,1490,1475,5,fwd,power,4.6,tubeless,5,jaipur
sedan,120000,1,chevrolet,chevrolet cruze,2017,650000,2017,third party,diesel,5,manual,2017,1998,4,4,yes,no,4597,1788,1477,6,fwd,power,5.4,tubeless radial,4,jaipur
sedan,90000,4,honda,honda amaze,2014,350000,2014,third party,diesel,5,manual,2014,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,jaipur
sedan,41521,1,skoda,skoda octavia,2019,2190000,2019,comprehensive,petrol,5,automatic,2019,1798,4,4,yes,no,4670,1814,1476,7,fwd,power,5.2,tubeless radial,4,jaipur
muv,80000,1,toyota,toyota innova,2016,1100000,2016,third party,diesel,8,manual,2016,2494,4,4,yes,no,4585,1765,1760,5,rwd,power,5.4,tubeless radial,5,jaipur
hatchback,76000,1,toyota,toyota glanza,2019,625000,2019,comprehensive,petrol,5,manual,2019,1197,4,4,no,no,3990,1745,1500,5,fwd,power,4.85,tubeless radial,5,jaipur
hatchback,100977,2,hyundai,hyundai grand i10,2018,496000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
muv,23793,1,maruti,maruti ertiga,2015,899000,2016,comprehensive,diesel,7,manual,2015,1248,4,4,yes,no,4296,1695,1685,5,fwd,power,5.2,tubeless radial,5,jaipur
sedan,81000,1,honda,honda city,2015,675000,2015,comprehensive,diesel,5,manual,2015,1498,4,4,yes,no,4440,1695,1495,6,fwd,power,5.3,tubeless radial,4,jaipur
suv,43867,1,mahindra,mahindra bolero neo,2021,910000,2021,third party,diesel,7,manual,2021,1493,3,4,yes,no,3995,1795,1817,5,rwd with mtt,power,5.35,tubeless radial,5,jaipur
suv,35000,1,tata,tata nexon,2019,830000,2019,comprehensive,diesel,5,manual,2019,1497,4,4,yes,no,3993,1811,1606,6,fwd,electric,5.1,tubeless radial,5,jaipur
suv,125000,2,hyundai,hyundai creta,2016,950000,2016,comprehensive,diesel,5,automatic,2016,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
hatchback,83000,2,hyundai,hyundai grand i10,2019,470000,2019,comprehensive,petrol,5,manual,2019,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
suv,300,1,bmw,bmw x3,2023,9000000,2023,comprehensive,petrol,5,automatic,2023,2998,6,4,twin,no,4716,1897,1669,8,4wd,electric,6.19,tubeless radial,5,jaipur
suv,84000,1,hyundai,hyundai creta,2017,850000,2017,third party,diesel,5,manual,2017,1396,4,4,no,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
hatchback,10000,1,tata,tata tiago,2023,665000,2023,third party,petrol,5,manual,2023,1199,3,4,no,no,3765,1677,1535,5,fwd,electric,5.06,tubeless radial,5,jaipur
sedan,110000,1,volkswagen,volkswagen vento,2013,360000,2013,third party,diesel,5,manual,2013,1598,4,4,yes,no,4384,1699,1466,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,64000,1,hyundai,hyundai creta,2022,1850000,2022,comprehensive,diesel,5,automatic,2022,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,4.96,tubeless radial,5,jaipur
hatchback,90000,4,maruti,maruti alto,2009,120000,2009,third party,petrol,5,manual,2009,796,3,4,no,no,3495,1475,1460,5,fwd,power,4.6,tubeless radial,5,jaipur
hatchback,56000,2,honda,honda jazz,2019,600000,2019,third party,petrol,5,automatic,2019,1199,4,4,no,no,3955,1694,1544,5,fwd,power,5.1,tubeless radial,5,jaipur
suv,120000,2,ford,ford ecosport,2013,360000,2013,third party,diesel,5,manual,2013,1498,4,2,yes,no,3999,1765,1708,5,fwd,power,5.3,tubeless radial,5,jaipur
hatchback,75000,1,hyundai,hyundai i20,2015,625000,2015,comprehensive,diesel,5,manual,2015,1396,4,4,yes,no,3985,1734,1505,6,fwd,power,5.2,tubeless,5,jaipur
suv,26633,1,honda,honda wr-v,2019,740000,2020,comprehensive,petrol,5,manual,2019,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,jaipur
hatchback,100000,2,maruti,maruti alto,2009,142000,2009,third party,petrol,5,manual,2009,796,3,4,no,no,3495,1475,1460,5,fwd,power,4.6,tubeless radial,5,jaipur
sedan,40000,2,honda,honda city,2020,1200000,2020,third party,petrol,5,automatic,2020,1498,4,4,no,no,4549,1748,1489,c,fwd,electric,5.3,tubeless radial,4,jaipur
hatchback,4527,1,hyundai,hyundai santro,2022,575000,2022,third party,petrol,5,manual,2022,1086,4,3,no,no,3610,1645,1560,5,fwd,electric,4.96,tubeless radial,5,jaipur
hatchback,25446,1,datsun,datsun redigo,2017,321000,2017,comprehensive,petrol,5,automatic,2017,999,3,4,no,no,3429,1560,1541,5,2wd,power,4.7,radial,5,jaipur
suv,50923,1,honda,honda wr-v,2019,680000,2019,comprehensive,petrol,5,manual,2019,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,jaipur
suv,56123,1,maruti,maruti vitara brezza,2017,825000,2017,comprehensive,diesel,5,manual,2017,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,jaipur
hatchback,64984,1,maruti,maruti wagon r,2015,396000,2015,comprehensive,petrol,5,manual,2015,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
hatchback,77561,2,maruti,maruti baleno,2019,742000,2019,zero dep,petrol,5,automatic,2019,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,jaipur
suv,90000,1,maruti,maruti sx4 s cross,2018,851000,2018,third party,diesel,5,manual,2018,1248,4,4,yes,no,4300,1785,1595,5,fwd,power,5.5,tubeless radial,5,jaipur
suv,85123,1,maruti,maruti vitara brezza,2018,840000,2018,comprehensive,diesel,5,manual,2018,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,jaipur
sedan,90456,1,honda,honda city,2019,851000,2019,comprehensive,diesel,5,manual,2019,1498,4,4,yes,no,4440,1695,1495,6,fwd,power,5.3,tubeless radial,4,jaipur
suv,94215,1,jeep,jeep compass,2017,1300000,2017,comprehensive,diesel,5,manual,2017,1956,4,4,yes,no,4395,1818,1640,6,4x2,power,5.36,tubeless radial,5,jaipur
suv,76200,2,mahindra,mahindra xuv500,2016,969999,2016,comprehensive,diesel,7,manual,2016,2179,4,4,yes,no,4585,1890,1785,6,fwd,power,5.6,tubeless,5,jaipur
suv,59000,1,honda,honda wr-v,2019,775000,2019,comprehensive,petrol,5,manual,2019,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,jaipur
muv,80000,1,toyota,toyota innova,2016,1100000,2016,third party,diesel,8,manual,2016,2494,4,4,yes,no,4585,1765,1760,5,rwd,power,5.4,tubeless radial,5,jaipur
